Text,IsEthotic,SentimentPolarity
Would the Minister not have done a greater service to the House of Commons had he been more honest and expressed that figure as a percentage?,1,2
I have agreed with M. Dijoud that we should take action to eliminate the meddling of the Foundation on Santo.,0,0
Will the right hon. Lady have a look at the highway robbery that is now taking place as a result of increases in medicines that are not sold to the NHS?,0,0
That is why no local authority sought to object to the proposal that local authorities would be required to provide a local authority mortgage if no other means of finance were available to the prospective tenant.,0,0
Is the Minister now in a position to tell us what level of claims has been made in the current financial year of the ÌÄ‰Û_Ìâå£50 million earmarked?,0,0
The hon. Gentleman is talking nonsense.,1,2
We are not in 1930  we are in 1982.,0,0
My right hon. Friend the Prime Minister and President Reagan agreed at their meeting at Camp David on 15 November that NATO's strategy of forward defence and flexible response would continue to require effective nuclear deterrence based on a mix of systems.,0,0
Will he undertake to intervene in this direction  and will he say that he will fight for more new pits in south Wales and for more investment in the coalfields?,0,0
The offer to the teachers was of extra Government money over four years amounting to 10 per cent.,0,0
I am certain that our NATO allies are not so confident about the safety of the cruise missiles that we have in Britain.,0,0
They will be informed.,0,0
The hon. Gentleman's first point is so silly that it does not merit a reply.,1,2
It is our intention I must warn the House that this may take some time in the recovery period to pay any benefits which were due  but which were not paid  to those who were entitled to them.,0,0
As I said in the last debate which took place on this matter on 30 July  all the trading arrangements that at present apply to textiles were negotiated by the right hon. Gentleman himself and his predecessor.,1,2
asked the Secretary of State for Transport when he next intends to meet the chairman of British Railways; and what he will be discussing.,0,0
Does my right hon. Friend agree that raising this matter by means of a private notice question is of no help whatever to Britoil and is likely to be of advantage  only to  and in the interests of  a predator?,0,0
The House will be much more interested to learn that  in a changing and competitive economy  the percentage of Britain's working population employed in manufacturing industry is similar to that in West Germany and France.,0,0
Does he agree that poor children benefit most from nursery education?,0,0
In the past four weeks  the security forces neutralised 11 bombs and seized 27 weapons and 1 505 rounds of ammunition.,0,0
Does he know that if he goes along that path he is bound to fail?,1,2
Does he not accept that the logical way forward is to complete the excavation of the site and then to decide what building can be built on  near or around it that will not do any damage?,0,0
I am sure that he will join us in opposing a policy which is causing widespread anxiety among countries in Eastern as well as Western Europe.,0,0
It is clear that the performance of the American economy is due to its greater resilience and the fact that public expenditure  Government spending and taxation in the United States are a great deal lower than in Britain.,0,0
I believe that the Government's action in this matter has resulted in an extremely satisfactory position.,1,1
asked the Secretary of State for the Environment if he will make a statement on his latest proposals for the rate support grant settlement for 1987 ÅÒ88.,0,0
I am surprised that the hon. Gentleman is not aware of the initiative that the Government have taken.,1,1
I was glad to hear the hon. Gentleman raise the latter point.,0,0
Does my right hon. Friend accept that we all congratulate the security forces on reducing the amount of explosives available to the terrorists?,0,0
May I give notice that I should like to raise a point of order at the end of Question Time in relation to that question?,0,0
On the hon. Gentleman's latter point  certainly everything possible will be done to bring murderers to justice.,0,0
What does he intend to do about that?,0,0
Does my right hon. and learned Friend agree that there is some irony which compounds the absurd position to which my right hon. and learned Friend referred in the Leader of the Opposition cavorting around the United States advocating a policy that was denied even by General Secretary Gorbachev when he conceded that we should have the nuclear deterrent?,1,2
We did not say that in the event of the threat of secession  or secession  our first step would be to take military action.,0,0
of the third or fourth year's salary.,0,0
For instance  the Netherlands  Denmark  Germany  Belgium and Luxembourg made reductions in the April to July period.,0,0
What sort of Community does the Minister envisage when we stand alone so consistently and regularly against proposals that all our partners believe are essential for the correct working of the single European market?,0,0
If it is intended to last only a week or two it is unnecessary.,0,0
I agree with my hon. Friend that we should pay tribute to all concerned for the wonderful co operation that they have shown in finding this solution.,0,0
Is the Minister aware that some people in the mining industry  and outside it  say that the only time that the Secretary of State for Wales begins to shake himself about anything is when the Prime Minister's husband sends him a letter?,1,2
How can he be so sure that the levy will indeed be collected?,0,0
of the poll tax levied will be recovered from payers of the tax.,0,0
Is the Minister aware that this weak and vacillating statement is in total contradiction to the pledges that he has given to the House to maintain law and order  which he has undertaken to do on behalf of the British Government?,1,2
Equipment has been purchased for the completion of phase 2 of the Kilroot power station  but the long term interests of electricity consumers in Northern Ireland are best served by making sure that the contract as a whole over the life of the station  åù whichever station it may be that is developed  åù is the most advantageous and provides consumers with the cheapest and most secure form of electricity.,0,0
Tension between Romania and Hungary over the status of Transylvania has been exacerbated by Romania's policy of forced relocation of rural communities.,0,0
There are many more councillors on those authorities who represent the people.,0,0
Is he aware that under any means tested form of support large numbers of poor families fail to claim their help?,0,0
The Prime Minister repudiated an agreement that the right hon. Gentleman had negotiated to fulfil her role as the enthusiastic accomplice of apartheid in South Africa.,1,2
We have to approach the question of prices in the Community through the existing mechanism.,0,0
Publish the numbers.,0,0
Regardless of whatever talks may be going on  may I ask the Minister to guarantee that the Government will find the mere  å£150 000 that the library needs to continue to function?,0,0
I confirm what my hon. Friend said.,0,0
We placed a copy of the report in the Library.,0,0
May I congratulate the right hon. Gentleman on his appointment and wish him a happy and constructive spell at the Foreign and Commonwealth Office?,0,0
One has carefully to consider all the points made by my hon. Friend  and to recognise that stable and durable political arrangements can be achieved only on the basis of general consent.,0,0
Equally  however  we must consider matters of historic rights where they are vital to other countries.,0,0
I agree with my hon. Friend that those manufactured by elections were an expensive stunt which failed.,1,2
I hope that even the hon. Gentleman will admit that there has been a substantial real terms increase in the amount of resources devoted to the health service in his constituency.,0,0
One is the level of inflation and the other is the unfairness of the system.,0,0
To ask the Secretary of State for Energy if he will make a statement on the divestment of certain assets of the British Gas Corporation.,0,0
But  whatever the circumstances  I can assure the House that the powers of the special share will be used for so long as it is in the national interest to do so.,0,0
I believe that my hon. and learned Friend's constituents have benefited from this.,0,0
However  the Government have sent to the New Hebrides two military advisers.,0,0
Local education 706 authorities make their own decisions  both about resources and about how to spend them.,0,0
One of the merits of the community charge is that it is a simpler and fairer system which takes account of the capacity to pay.,0,0
British Rail has made proposals to the unions  and they are under consideration at present.,0,0
Would not any Secretary of State for Northern Ireland  regarding security or any other matter  have been rather more circumspect before engaging in a row with the Prime Minister åùwhich can only detract from the job that the right hon. Gentleman is supposed to be doing?,0,0
The Secretary of State  as well as the Minister of State  have made much of the figure of 15 000 services being registered.,1,2
We all enjoy Mr. Scargill's frequent contributions to political debate.,0,0
Of course it is right that a reduction in the number of notified vacancies and a downturn in the long term indicators are manifestations of the continuing decline in the economy.,0,0
Instead of expecting the CEGB to import 4 million tonnes  as contracted  and then dumping 2 million tonnes of it in Europe  does he agree that it would be more rational to import into the United Kingdom?,0,0
Therefore  this problem is not new.,0,0
As the right hon. Gentleman knows  I have announced  and the public expenditure tables show clearly  the level of provision for housing this year.,0,0
I am the Chancellor of the Exchequer of the United Kingdom and a member of the Government of the United Kingdom  and it is therefore the national interest of the United Kingdom about which I am speaking.,0,0
He will want to look at the figures with care  and I explained them with care.,0,0
They have been extensively used in press briefings in the Sunday and Monday newspapers throughout the country  yet they have not been made available in any form to hon. Members.,0,0
One would hope that the industry would welcome it.,0,0
Does he agree that any such foreign bid for Britoil or BP would be stoutly resisted  under the provisions of the Industry Act 1975  in the best interests of this country?,0,0
The children of London will then have the opportunity to have a decent education.,0,0
If I were the hon. Gentleman and had been in the chair at the meeting  I would be ashamed to admit that everyone had a fair hearing except my hon. Friend.,1,2
Clearly  one of British Rail's most important aims must be to improve the productivity of the system.,0,0
We stand on our own.,0,0
Will he make clear to the recipients the full entitlement that the Government are denying them?,1,2
That creation of jobs should be the centre of any social dimension.,0,0
On that important issue  can the Secretary of State say what representations  if any  were made to his United States counterpart on his present interpretation of the anti ballistic missile treaty as it relates to SDI development?,0,0
Can the right hon. Gentleman confirm reports that the French Government are proposing a revised draft of the European social charter in some way to trade off employee rights against closer European monetary integration?,0,0
When we do  we will reply expeditiously.,0,0
On a point of order  Mr. Speaker.,0,0
I urge the Secretary of State to reconsider four points.,0,0
However  I am sure that  as we all know that 82 per cent.,0,0
We hope that this will be a way of tackling this problem.,0,0
I can confirm that married women whose husbands remain in employment are not catered for by these arrangements.,0,0
With the long recess imminent  will the right hon. Gentleman tell us whether he believes that the excellent Brymbo work force has a steelmaking future?,0,0
Is this not grossly unfair to war pensioners  apart from any others?,0,0
Will my hon. Friend comment on the expenditure required in real terms in the present year compared with that in 1978ÌÄå¢Ì¢‰Û_åÂÌ¢‰âÂÅÒ79?,0,0
I have on a number of occasions during the past few months met representatives of the new PTAs and their PTEs to discuss various aspects of public transport in the metropolitan counties  including the transitional arrangements consequent upon the Local Government Act 1985 and the Transport Act 1985.,0,0
In the extreme conditions of December and January  did not the Bathgate Leyland tractor perform better than all others?,0,0
The question is how we can fulfil those needs and create good patient care.,0,0
The onus is on the rest of British industry to produce goods efficiently.,0,0
During the summer recess  will the Minister  together with the Secretary of State  give most serious consideration to the proposal not to implement the poll tax in Scotland until the measure has been fully implemented in England and Wales?,0,0
Did my hon. Friend have the opportunity to read the leader in The Times on Monday?,0,0
I am most grateful for my right hon. Friend's remarks and for putting down a certain backstop.,1,1
However  like the rent for other factories  those for SDA factories should be on a proper commercial basis.,0,0
Since 1979 it has increased from å£1.85 million to å£6.04 milliom this year.,0,0
May we take it from the Chancellor's reply that  as the inventor of the golden share  he intends to use it to keep Britoil as an independent company?,0,0
The Labour candidate for Cunninghame  South has less reason to be twitchy because of the opinion poll than has the Tory candidate for Edinburgh  South (Mr. Ancram).,1,2
Is he aware that a factory in my constituency has had its rent increased by almost 100 per cent in the past year  and that such increases are driving factories to the wall?,0,0
Some 75 per cent of consents are given by planning authorities.,0,0
The Government certainly appreciate the importance of British Rail and support it.,0,0
Does he agree that  in the national interest  it is important that development should be pushed further north  which everyone would welcome?,0,0
If that is the case  how does the right hon. Gentleman think that the further cuts that he promised yesterday to assistant mistresses and masters will further improve standards of provision and performance in Britain's schools?,1,2
Does he recall that only a few weeks ago the British Government were accused of being the only Government out of step on this issue?,1,1
They are closer to the people.,0,0
However  it is right not to raise hopes to a false expectation.,0,0
The same rules apply on both sides of the House.,0,0
My French colleague and I issued a statement in January in which we clearly stated our support for the legitimate Government of the New Hebrides and our determination to reject any movement towards secession.,0,0
What protection has our domestic market against over quota production of butter in the Republic of Ireland being dumped here?,0,0
Overall cuts in the southern area are 2 per cent  Is my hon. Friend aware that my constituents and I are immensely grateful to the Government for deciding to undertake the Liverpool street development?,0,0
We must leave this matter to the railways and the National Bus Company.,0,0
I am grateful to the tribute that the hon. Gentleman paid to the Under Secretary of State who has  I believe  worked wonders in getting this deal through.,1,1
For the time being  we believe that the right course is negotiation  which Father Lin was supporting on 28 May.,0,0
"I am grateful for the fact that the right hon. and learned Gentleman used the expression ""enabling legislation""  because indeed it is such  broadly replicating the terms of the Energy Act 1983 in Northern Ireland.",0,0
In personal terms  may I first say how much we welcome the presence of the Secretary of State today and the fact that he escaped the appalling and despicable violence in Brighton?,0,0
Is the Minister aware that the national milk production trends quoted by his right hon. Friend a couple of minutes ago are highly selective?,0,0
If the document that I have here is the sum total of the new Labour defence strategy there is only one paragraph that is not a criticism of the Government and contains a new policy it is wrong anyway because it talks about consultations with the Netherlands  Belgium and Britain  but there are many more countries in NATO  and if the Labour party proposes not to consult them it will be changing its policy once again.,1,2
which I hope to lay before the House by the end of next month  estate agents  consumer credit  consumer safety and VAT inclusive pricing.,0,0
Contrary to the right hon. Gentleman's description of them in respect of vulnerability  that legislation defines three criteria and sub criteria  and the Rose is generally considered to meet them all.,0,0
from what we had anticipated a year ago  because of increased activity.,0,0
One of the other figures that I have not yet given the House is the one about vacancies that are advertised at jobcentres.,0,0
Nor do we recognise it as a precondition for a settlement.,0,0
In terms of force  what does the Minister mean by his reference to the Government's determination to safeguard the territorial integrity of the condominium?,0,0
I think it right at this stage to consider what is the most viable proposition for the future of the collection.,0,0
Is the Minister aware that while many people question the astronomic sums that are being spent on the alleged defence of the United Kingdom  for a country calling itself a maritime nation to have reduced its merchant marine by 50 per cent.,0,0
He will also be aware that it is the same procedure as that which existed under the previous Labour Government.,1,2
Is not the overwhelming burden of evidence against what the Government proposed?,1,2
To ask the Secretary of State for Education and Science what representations he has received on the report of the interim advisory committee on teachers' pay and conditions; and if he will make a statement.,0,0
Is he going to be a Foreign Secretary or is he going to be the man who sweeps up after the Lord Mayor's procession?,1,2
It is not only me and my hon. Friends who are objecting to those obscene policies  but the Duke of Edinburgh  Prince Charles  the Archbishop of Canterbury and the Queen herself.,0,0
I have the Floor.,0,0
Will the Minister confirm The Times report of 30 March  which outlined a list of issues which the Minister has asked his officials to consider?,0,0
The matters contained in those answers are on the public record and the propriety of giving those answers has never before been challenged.,0,0
If he does  no one in Northern Ireland would agree with him.,1,2
A rebate that does not remove the difficulties of the domestic or commercial ratepayer having his principal bill of the year multiplied by a factor of 10 times inflation is not a service to the domestic or commercial ratepayer.,0,0
Did my right hon. Friend carry out  before issuing his White Paper on primary health care  as accurate as possible an assessment of the extra loading that will fall on family practitioner committees if they are to have to process the immense number of item of service claims?,0,0
Is my right hon. Friend aware that many teachers in my constituency would like a first phase interim pay settlement linked to negotiations on contracts of service?,0,0
When will we be told what the Foreign Secretary and the Prime Minister will propose at next week's summit at Milan?,0,0
There is widespread anxiety in the Province  as there has been for some time  on the question of security.,0,0
I am grateful to my right hon. Friend for his reply  but will he accept that the reintroduction of preferential gas prices for Dutch growers has been a matter of concern to United Kingdom glasshouse growers?,0,0
They are going to the wall.,0,0
Why are we to face three years of unparalleled austerity when these are the first three years in British history when we are completely independent in terms of our major source of energy and when the increase in oil prices will bring us immense benefits  both in revenue and the balance of payments  which none of our competitors will enjoy?,0,0
Why should Britoil be treated differently from Enterprise Oil?,0,0
Many different factors affect the costs of educationÌÄå¢Ì¢‰Û_åÂÌ¢‰âÂåùboth ways.,0,0
It is now clear that all that we have read in the local government and other presses about how we plan to go for a whole bunch of quangos is nonsense.,0,0
In the light of the security statistics  is the Secretary of State aware of public opinion in Northern Ireland that a new initiative on security is necessary?,0,0
I am sorry that the hon. Gentleman did not listen to my original reply.,1,2
Will he encourage builders to develop that land  encourage councils and other public authorities to make that land available  and look carefully before he gives permission for development outside those village and town boundaries?,0,0
Why are the British Government not prepared to support an interim Government of national unity  representative of all the major political parties in Namibia  which are united in their determination to remove all vestiges of apartheid?,1,2
I shall certainly do what my hon. Friend urges me to do.,0,0
Does he recognise that budgeting on a hand to mouth basis is an impossible way of proceeding for NACAB?,0,0
My right hon. Friend was held in the highest affection and respect by those who knew him well  and I 984 have a low opinion of those who now try to make personal political capital out of his misfortune.,0,0
The Government are not reneging on any of their undertakings.,1,1
These arrangements seem to be reasonable.,0,0
The three important priorities of British 914 policy and Alliance policy were clearly set out by my right hon. Friend the Prime Minister and President Reagan at Camp David.,0,0
At the forthcoming conference in Malaysia  will my right hon. and learned Friend the Foreign Secretary submit proposals for the establishment of a Commonwealth human rights commission along the lines of the United Nations Commission of Human Rights and the Helsinki process?,0,0
Does the hon. Member for Ynys MÌ«n (Mr. Best) wish to intervene?,0,0
Will he have a word with his right hon. Friend the Secretary of State for the Home Department and get the law enforced  or is the Under Secretary of State prepared to enforce only the pieces of law with which he agrees  not those with which he disagrees?,1,2
Will the Chancellor of the Exchequer assure the House that unemployed people and those in need will benefit from any hoped for prosperity  which presumably will accompany the hoped for economic recovery  particularly by a real increase in benefit levels?,0,0
Are not the reasons really a combination of his own ineptitude and a political pay off to his Tory friends in marginal seats?,1,2
They are still on strike.,0,0
As regards the parental ballot  decisions to transfer education responsibility from one sphere of government to another have always been taken by Parliament.,0,0
The Department has commissioned  under its standard conditions of support for research grants  two researchers at Queen Mary college  London university  to try to replicate the work of Professor Harvey Brenner on the correlation between unemployment and mortality.,0,0
In view of her warm endorsement of the Prime Minister's fine speech  would my right hon. Friend care to comment on today's rather puzzling report in the Daily Express?,1,1
In response to the representations that I have received on the proposals that I made on 3 October  and in the light of new information affecting the data upon which grant is distributed  I have today announced revised proposals on which I am consulting local authorities afresh.,0,0
The Agriculture Commissioner has made it clear that most member states have the necessary national legislation in force.,0,0
I hope that we shall manage to persuade new firms to come in and take up the jobs that have been lost.,0,0
Is the Secretary of State aware that this House has given him power to intervene and to give new life to threatened industries  whether it be in Clydebank  Lemac in my constituency  or  indeed  the imperilled hill farming industry?,0,0
I am glad that my hon. Friend is taking this matter seriously.,0,0
The hon. Gentleman has no concept of the effect of attitudes of this sort on the private sector  and he should find out what is happening as a result of the attitude that lay behind so many of the previous Government's policies in this sphere.,1,2
asked the Minister of Agriculture  Fisheries and Food what is the current size of the dairy herd; how this compares with the number two years ago; and what decline has been noted in each of the other member states of the Community.,0,0
The hon. Member for West Bromwich  East (Mr. Snape)  who keeps interrupting from a sedentary position  should know that  unfortunately  there is no direct co relationship between the ratepayers and the voters.,1,2
The worst thing that we could do would be to dismantle our defences and strategies at the very moment when the future is unclear.,0,0
He will be aware that the value of the earnings related supplement under Governments of both parties was allowed to fall substantially in real terms relative to average earnings and is now a little of over half its value in real terms of 10 years ago.,0,0
Would not the whole question be much easier if there were one confederation of trade unions covering the railway industry  or is that just wishful thinking?,0,0
I cannot say what percentage of Conservative Members have children in pre school education  but I should imagine that it is the same as in the rest of the community.,0,0
The right decisions require us to examine the matters carefully  thoroughly and responsibly.,0,0
That is one of the features of the IAC report and the structure of teachers' salaries introduced last year.,0,0
We must not forget that.,0,0
It is not a reduction in the existing programme that was announced to the House.,0,0
We have made our view entirely clear to South Africa.,0,0
I sympathise with the Secretary of State's problems in relation to Leicester  and particularly the hon. Member for Leicester  East (Mr. Bruinvels)  but is he aware that his statement  that the amount of holdback under the system is hound to be less than the å£628 million last year  shows how little he understands the system over which he presides?,1,2
My hon. Friend has made an excellent point.,1,1
They are afraid that national agreements are being srcapped which will lead to absolute starvation competition among the workers in the transport industry.,0,0
I disagree with the hon. Gentleman.,0,0
Do the Secretary of State and the Minister of State not know full well that the money allocated to the metropolitan authorities falls far below the level required to maintain those services?,1,2
Is not the best safeguard for the minority in Northern Ireland to be found in this Parliament rather than in an intricate system of checks and balances?,0,0
I cite Sergeant Hillen of the UDR.,0,0
It is a problem.,0,0
What makes the difference between October and now is the different information on the grant likely to be received  due to changes in rateable values and other such matters which have to be taken into account  and the result is different from that which I thought was fair.,0,0
My hon. Friend is absolutely right.,1,1
Does the Minister accept  notwithstanding the figures that he used earlier  that in the best year of the national housebuilding programme under this Government there were 50 000 fewer new dwellings than in the worst year under the Labour Government?,1,2
Reviews are completed in a matter of days rather than the weeks it took for an appeal to be completed.,0,0
The Opposition would like to be assured that proper debating time will be given to the House.,0,0
I have already dealt with the hon. Gentleman's point.,1,2
Will the hon. Gentleman confirm that  although there is a duty to consult in the treaty  as in the Cyprus treaty  there is nothing to preclude the British Government  if necessary  taking unilateral action if they decide that that is proper?,0,0
That is a disgraceful decision.,0,0
My hon. Friend is right.,1,1
To ask the Secretary of State for Foreign and Commonwealth Affairs when he next expects to meet the President of the European Commission; and what matters he expects to discuss.,0,0
If there is any question of smears and slurs  it seems that they have been directed much more at me and the Government.,1,2
Is the Secretary of State aware that since the election  now that they are free to say exactly what they believe  Councillors Struan Stevenson  Murray Tosh and  above all  his close confidant Brian Meek have all said that they strongly favour a Scottish Assembly?,0,0
Let us make the present system work more effectively rather than creating stupid and foolish competition within the health service.,0,0
My right hon. Friend is aware of the views of the National Union of Students on the community charge.,0,0
Send in an assasination squad.,0,0
When will the right hon. Gentleman give up these absurd notions on this subject?,1,2
To ask the Secretary of State for Wales if he will make a statement on levels of unemployment in Clwyd and north Wales generally.,0,0
I listened to what the hon. Member had to say and I hope that  as he is so concerned about the interests of ratepayers and the anger that they will undoubtedly show if rate bills go up next year  he will press those local authorities that are controlled by the Labour party to keep their expenditure down and to keep rates down accordingly.,1,2
However  I hope that the time will very soon come when we are able to do it.,0,0
To ask the Secretary of State for Wales when he next intends to meet the chairman of the area health authorities in Wales to discuss the Government's national health service reforms.,0,0
This was reaffirmed on 23 December  in the light of the statement that day by the Panel on Takeovers and Mergers about the proposed BP offer for Britoil.,0,0
It treated about 27 500 in patients in 1986 and thousands more day patients.,0,0
The Secretary of State was due to plant a tree in my constituency on Monday.,0,0
That is what I have just told the House.,0,0
Will my hon. Friend confirm what my right hon. Friend the Secretary of State has just said that Mr. Scargill has gone to Cuba?,0,0
I wish that the Opposition would start to pay tribute to the achievements of the people of Wales in having created a success story which has meant such dramatic falls in unemployment.,1,2
"I say ""only""  although that is obviously a sizeable amount of money.",0,0
It therefore has to be taken in the overall context.,0,0
Does my hon. Friend agree that  following the enlargement of the Community  the section of the Dooge committee report which deals with easier decision making by the Council takes on a particular significance if progress is to be made?,0,0
I am not sure that the hon. Gentleman is right in stating that witnesses  whether police officers or anyone else  are not allowed to attend courts in the Republic.,1,2
First  I must thank the hon. Gentleman for his compliment to the Government and for his correct assessment of the Government's important and constructive role.,1,1
Will he authorise the chairman to increase the investment on British Rail in Scotland  to make sure that the services improve  and particularly to electrify the line to take account of the shortage of diesel oil that is likely in the next 20 years?,0,0
"Unfortunately  as my hon. Friend knows  no conclusion has yet been reached on a common fisheries"" policy.",0,0
Unemployment in Britain has fallen for 33 consecutive months  and the number of jobs created between June 1983 and June 1987 the last period for which records are available is larger than that in the whole of the rest of the Community put together  for exactly the reasons that my hon. Friend has given.,1,1
The hon. Member must be aware that both my right hon. Friend and I fully realise the problems facing ratepayers in Scotland  as shown in the action that we took this year in increasing domestic rate relief eightfold  from ÌÄ‰Û_Ìâå£14 million to ÌÄ‰Û_Ìâå£102 million.,0,0
Can the right hon. Gentleman assure the House that in his proposals there are no suggestions of an institutionalised Irish dimension or enforced power sharing?,0,0
The Minister's interest is welcome  but it is meaningless unless he provides some money.,0,0
in mind.,0,0
The new arrangements will ensure that money is better spent  to the benefit of the children of London.,0,0
Does my right hon. and learned Friend recall that a few minutes ago the right hon. Member for Leeds  East (Mr. Healey) referred to a speech in which Secretary Shultz declared his determination to secure the abolition of certain categories of nuclear weapons within 10 years?,0,0
Will the Minister confirm that  although emergency payments are being paid as from yesterday  any woman who reaches the age of 60 from this week and whose husband remains at work will not get even an 250 emergency payment  even if she has paid into the national insurance fund for a pension in her own right during the whole of her working life?,0,0
Is that not borne out by the fact that all Conservative Members ensure that their children have pre school education?,0,0
We have asked for nominations from the three main fishing organisations  two nominations from producer organisations and one from Northern Ireland.,0,0
Certainly it is the case that output in the last few years has been below the level of 1979.,0,0
It is vital that these matters are kept in perspective.,0,0
Article 71C explicitly envisages the possibility of a bidder acquiring more than 50 per cent.,0,0
We must do something  not only about the domestic rates  but about rates.,0,0
We shall continue to press for this.,0,0
in the likely growth of our economy.,0,0
In short  those responsible on Santo must agree to return to the legal and administrative position obtaining before the insurrection of 28 May.,0,0
I could not agree more strongly with my hon. Friend's suggestion.,0,0
I have nothing to add to what I said with regard to the use of force.,0,0
I assure him that we will continually watch opportunities for increasing competition in the airline industry  but I have no plans for reopening the whole matter again.,0,0
Is the Secretary of State aware that the considered view of some of the associations of local authorities is that  having received approximately å£1 billion of new money  å£630 million will be lost by the abolition of recycling?,0,0
I am grateful to the right hon. Gentleman  who has obviously devoted attention to the White Paper.,0,0
However  it has not been possible for them to produce it any earlier.,0,0
The difficulty is to find a way of curbing it without at the same time curbing genuine  honest traders.,0,0
The first review neeting took place at the Government's request during the earlier part of the week.,0,0
Capital expenditure is very important and  happily  is increasing.,0,0
Is the Minister aware that many producers  particularly those undertaking development plans  will have a rude shock at the end of March when they find that their quota is 30 percent less than they had bargained for?,0,0
At the risk of making the Minister's next meeting with the chairman a very long one  may I ask him also to raise with the chairman the forecasts which make it plain that within the next few months British Rail will go through the ceiling on the public service obligation grant and that the figures for future years are unrealistic?,0,0
Does my right hon. Friend remember that some nine months ago he committed himself to sort out the situation as soon as possible?,1,2
Is not the answer for the Minister to extend the outgoers scheme so that there will be more money to provide a fairer quota for those engaged in milk production?,1,2
I clearly stated that we have put forward our proposals for a teachers' negotiating group  and I shall be discussing that with the teaching unions in the coming 790 months.,0,0
I know that he takes a serious interest in this and I know that he will have noted carefully what I said in my opening answer.,0,0
My right hon. Friend the Member for Wanstead and Woodford (Mr. Jenkin)  the then Secretary of State for the Environment  said in June last year that we would have no major proposals for rent reform in this Parliament  but that we were interested in proposals after the next election.,0,0
My hon. Friend is right to point to the fact that some golden shares are time limited  whereas others are not.,1,1
He ruled out any form of force and said that only peaceful negotiations could solve the problem.,0,0
Orders and regulations have been introduced dealing  among other things  with upholstered furniture  dangerous novelties  advertisements and quotations  and petrol price display.,0,0
Extradition procedures have  in practice proved ineffective because the Irish High Court has found cause not to grant extradition for offences which are claimed to be political or to be associated with political offences.,0,0
Is not his reply an indictment of the appalling mess to which this Government have reduced local government finance?,1,2
It is not enough for the right hon. Gentleman to say that teachers are getting this  that and the other.,1,2
What an extraordinary example the hon. Member for Copeland (Dr. Cunningham) wishes me to follow åùof the right hon. Member for Bethnal Green and Stepney's practice to slap it down on the table in December åùtake it or leave it and no consultation.,1,2
My discussions with the political parties are continuing and I have reason to believe that they will take part in an election.,0,0
Is not the reality that few people in Wales support the so called reforms?,0,0
Is there any reason why he uses that particular form of words?,1,2
The reality for 10 years has been that  despite the increase to which I referred  and despite the happy increase in patient activity  London's population has fallen and its relative overprovision  as seen by the then Labour Government  has produced a pattern of acute bed reductions  which has continued ever since that period on roughly the same basis.,1,2
I can certainly confirm that.,0,0
This is the only way in which a longterm reduction in unemployment can be achieved.,0,0
Secondly  will he look again at his responsibilities under the 1983 Act?,0,0
I know of no such evidence about the CIA as the hon. Gentleman mentions.,0,0
Is that because the Chancellor of the Exchequer has told the Secretary of State that that will allow a half penny in the pound to come off income tax  or is it because the Secretary of State will make sure that the money lost will be put hack into the kitty and the Government will not suffer a net loss  despite the announcement made yesterday?,0,0
We must consider any changes in clear consultation with all the members of NATO to ensure that effective security is maintained  and the Americans are an extremely important partner in that.,0,0
As the Chancellor of the Exchequer  rightly or wrongly  has been saddled with this very controversial  but highly undemocratic  power  would it be sensitive to the national interest far him to seek the views of those bidding for Britoil as to whether they intend to support regional development and maintain the centre of the company in Glasgow?,1,2
male unemployment in Flint?,0,0
I see the Minister nodding.,0,0
Will he demand that the RUC should be admitted to the Eire courts and that the criminals who are indicted there should be extradited to Northern Ireland?,0,0
It is not true that fewer aircraft are defending us.,0,0
We hope that this happens soon.,0,0
Will the Secretary of State accept that extradition is consequential on firm evidence being provided to the Eire courts and that the Act to which he has referred does not allow policemen to go in person to the courts to provide that evidence?,0,0
Rates are shooting up by the 80 per cent.,0,0
Does he think that it is any accident that the bulk of the targeting action is directed against children who go to schools in the constituencies of Conservative Members of Parliament?,0,0
I know that the right hon. Gentleman appreciates that.,0,0
Is he aware that last Friday the Daily Telegraph accused him  in his circular  of hitting the wrong target with a vengeance  because the private enterprise construction industry will feel the chill?,1,2
I hope that we shall be able to sort it out and finalise it at the next meeting of the Council at the end of the month.,0,0
I recognise that the proposed solution will not satisfy everybody.,0,0
That includes a free choice of tractors.,0,0
I congratulate the Minister on his first appearance at the Dispatch Box in his present role.,0,0
I congratulate my right hon. Friend on the fact that now everybody else is in step with us åùexcept  apparently  the hon. Member for Hamilton (Mr. Robertson).,1,2
Why has the Secretary of State gone back on his public and categorical rejection of such a moratorium only last month?,1,2
However  it is  of course  important to maintain pressure in the most effective way that we possibly can.,0,0
I hope he recognises  as his hon. Friends showed they recognised in their supplementary questions to the first question today  that the position in Northern Ireland  although a very long way from being normal  is a lot better than it was.,0,0
Not only would the creation of an Assembly of the kind proposed by the Labour party inevitably lead to a reduction in Scottish representation in the House of Commons  but one is entitled to assume that the achievement of what could be called Scottish home rule would lead inevitably to an expectation and requirement for English home rule.,0,0
Are not the Government capitulating to every demand of the Common Market  including the payment of å£4.7 billion since 1984 and the development of a trade deficit in manufactured goods of å£10 billion?,1,2
The Chancellor's answer to an earlier question about the siting of Britoil's headquarters was staggering in its indifference.,1,2
He might also like to address his mind to two other matters.,0,0
